Dell Alienware m15 15.6 Laptop 144Hz i7-8750H 16GB RAM 512GB SSD RTX 2060 6GB,"$1,799.99",201
"Dell Chromebook 3120 11.6"" Intel Celeron N2840 2.16GHz 4GB 16GB SSD Laptop XDGJH",US $89.99,"1,084"
DELL Latitude Laptop Windows 10 Intel Core 2 Duo DVD WiFi Notebook HD Computer,US $199.99,"b'2,399'"
DELL LAPTOP LATiTUDE WINDOWS 10 CORE 2 DUO 4GB RAM WIN DVD WIFI PC HD COMPUTER,US $218.00,"b'20,061'"
Dell Chromebook 11 TOUCHSCREEN Students Laptop Computer Dual Core SSD WiFi HDMI,US $139.99/ea,b'567'
Dell Latitude E5520 Laptop i3 2.5GHZ - 4GB - Battery & AC adapter - Windows 10,US $149.95,"b'1,866'"
Lenovo x130 Laptop AMD 1.3GHZ - 4GB - 320GB - Windows 10 HDMI - Webcam READY!,US $128.98/ea,"b'1,721'"
"2020 HP Laptop Computer 15.6"" LED Intel Pentium 2.70GHz 4GB 500GB DVD+RW WebCam",US $646.66,b'2'
"NEW HP 15.6"" HD Intel 10th Gen i3-1005G1 3.4GHz 4GB RAM 128GB SSD Win 10 Laptop",$699.99,b'4'
2020 Newest Lenovo 15.6 Laptop AMD A6 Dual-Core CPU 8GB RAM 1TB HDD Win 10,US $439.99,b'112'
"Dell Chromebook 11 3120 11.6"" Intel Celeron N2840 2.16GHz 4GB 16GB SSD Laptop",US $88.75/ea,"b'3,770'"
"HP Notebook 14"" AMD Ryzen 3 3.5GHz 4GB 128GB SSD Radeon Vega 3 Windows 10 Laptop",$399.99,b'476'
"HP LAPTOP NOTEBOOK PC WINDOWS 10 WIN INTEL CORE 2 DUO 4GB 14.1"" HD DVD COMPUTER",US $215.00,b'7'
"Dell Latitude E5420 14"" Laptop Intel Core i3 2.4GHz 4GB - 320GB HDD Windows 10",US $148.89/ea,b'233'
HP Stream 14  Laptop Intel Celeron N4000 4GB RAM 32GB eMMC Snow White - Intel Ce,US $299.00,b'108'
HP 15.6” LED TouchScreen Intel Pentium 2.30GHz 4GB 500GB DVD+RW WebCam Laptop PC,US $677.77,b'1'
"HP LAPTOP COMPUTER PROBOOK WINDOWS 10 WIN 14"" 2.1GHz 4GB 320GB NOTEBOOK PC WiFi",US $198.00,b'902'
"IBM LENOVO LAPTOP THINKPAD 15.4"" WINDOWS 10 CORE 2 DUO CDRW DVD WiFi NOTEBOOK HD",US $195.00,"b'1,139'"
HP LAPTOP WINDOWS 10 PC CORE i5 2.4GHz 4GB RAM WiFi DVDRW NOTEBOOK 250GB HD WIN,US $258.00,"b'5,277'"
DELL LATITUDE E6320 LAPTOP WINDOWS 10 WIN DVD INTEL i5 2.5GHz 8GB 320GB HD HDMI,US $282.00,"b'8,130'"
"NEW Asus 14"" HD Intel N4000 4GB RAM 64GB eMMC Win 10 Laptop + 1-year Office 365",$899.99,b'41'
"2019 Newest Lenovo S145 15.6"" Laptop AMD A6-9225 2.6GHz, up to 16GB RAM &1TB SSD",US $359.00,b'371'
Dell Alienware m15 15.6 Laptop 144Hz i7-8750H 16GB RAM 512GB SSD RTX 2060 6GB,"$1,799.99",b'201'
Lenovo Twist S230u 12.5 Touchscreen tablet laptop  CORe i3 4GB RAM Windows 10,US $139.95,b'24'
DELL Latitude Laptop Windows 10 Intel Core 2 Duo DVD WiFi Notebook HD Computer,b'US $199.99',"2,399"
DELL LAPTOP LATiTUDE WINDOWS 10 CORE 2 DUO 4GB RAM WIN DVD WIFI PC HD COMPUTER,b'US $218.00',"20,061"
Dell Chromebook 11 TOUCHSCREEN Students Laptop Computer Dual Core SSD WiFi HDMI,b'US $139.99/ea',567
Dell Latitude E5520 Laptop i3 2.5GHZ - 4GB - Battery & AC adapter - Windows 10,b'US $149.95',"1,866"
Lenovo x130 Laptop AMD 1.3GHZ - 4GB - 320GB - Windows 10 HDMI - Webcam READY!,b'US $128.98/ea',"1,721"
"2020 HP Laptop Computer 15.6"" LED Intel Pentium 2.70GHz 4GB 500GB DVD+RW WebCam",b'US $646.66',2
"NEW HP 15.6"" HD Intel 10th Gen i3-1005G1 3.4GHz 4GB RAM 128GB SSD Win 10 Laptop",b'$699.99',4
2020 Newest Lenovo 15.6 Laptop AMD A6 Dual-Core CPU 8GB RAM 1TB HDD Win 10,b'US $439.99',112
"Dell Chromebook 11 3120 11.6"" Intel Celeron N2840 2.16GHz 4GB 16GB SSD Laptop",b'US $88.75/ea',"3,770"
"Dell Latitude E5420 14"" Laptop Intel Core i3 2.4GHz 4GB - 320GB HDD Windows 10",b'US $148.89/ea',233
"HP Notebook 14"" AMD Ryzen 3 3.5GHz 4GB 128GB SSD Radeon Vega 3 Windows 10 Laptop",b'$399.99',476
"HP LAPTOP NOTEBOOK PC WINDOWS 10 WIN INTEL CORE 2 DUO 4GB 14.1"" HD DVD COMPUTER",b'US $215.00',7
HP Stream 14  Laptop Intel Celeron N4000 4GB RAM 32GB eMMC Snow White - Intel Ce,b'US $299.00',108
HP 15.6” LED TouchScreen Intel Pentium 2.30GHz 4GB 500GB DVD+RW WebCam Laptop PC,b'US $677.77',1
"HP LAPTOP COMPUTER PROBOOK WINDOWS 10 WIN 14"" 2.1GHz 4GB 320GB NOTEBOOK PC WiFi",b'US $198.00',903
"IBM LENOVO LAPTOP THINKPAD 15.4"" WINDOWS 10 CORE 2 DUO CDRW DVD WiFi NOTEBOOK HD",b'US $195.00',"1,139"
HP LAPTOP WINDOWS 10 PC CORE i5 2.4GHz 4GB RAM WiFi DVDRW NOTEBOOK 250GB HD WIN,b'US $258.00',"5,277"
DELL LATITUDE E6320 LAPTOP WINDOWS 10 WIN DVD INTEL i5 2.5GHz 8GB 320GB HD HDMI,b'US $282.00',"8,130"
"NEW Asus 14"" HD Intel N4000 4GB RAM 64GB eMMC Win 10 Laptop + 1-year Office 365",b'$899.99',41
"2019 Newest Lenovo S145 15.6"" Laptop AMD A6-9225 2.6GHz, up to 16GB RAM &1TB SSD",b'US $359.00',371
Dell Alienware m15 15.6 Laptop 144Hz i7-8750H 16GB RAM 512GB SSD RTX 2060 6GB,"b'$1,799.99'",201
DELL Latitude Laptop Windows 10 Intel Core 2 Duo DVD WiFi Notebook HD Computer,b'US $199.99',"2,399",https://www.ebay.com/itm/DELL-Latitude-Laptop-Windows-10-Intel-Core-2-Duo-DVD-WiFi-Notebook-HD-Computer/264115200735?_trkparms=ispr%3D1&hash=item3d7e7e22df:g:RZQAAOSwtgxd~T5k&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKbpGVenk0QxwqJ7mBcQFMD1Co7WNS423zLNsCOlMddpkICF4yK5wf9iuqGrNyIwnBLnygjjmngwqgd2AVfMtl7vXe4jxQe59u47BVnMYJoXfjfjXNz3H1Nc0ESlQc1gdpvMeSU07zj4eDydfUcEX9CvexSmztHNosFKvP2RgaM77%2FDKGxkYi5l56mPdM8pxt%2B%2FQTyNWpBujSd9vO%2F21Z20BIRJWrts1sBHM2slgq8VGpgkYUrP0z558Jqo7j5iV0wp4%2BTUZY0wegoeGduq6nKhrKp2JNxAriVY2ETi7GEN2Puiasx4M%2FJFCDXOeqdKQgrMj4Ur2Hw8vz0kPDMNl8LRyRgOCBXfJMw98SmQynp6gZblaTb7J4EwXYX5IsopqSzbp1NKJ0Z4Vrw2hPnTPZzn7dzfsslSjtikPoPutAyzxnRh%2FcdzzzhhJOkNe5WZ%2BRrWBrQRvFXkWfc9oJPiHib5sx%2BwVZg1qtjQWdOgr6XVSJnSzTjOmFN%2BKQ2gquMg%2BQS0f0qpFcWk%2B9HXc6hxWMnc3Dj8A5UaUSkvWyMcwTICXNoVMgxkGbX%2F8UFMrfF5xc0P45lXiW6Z9eQshg3I0If0FqGgV%2FukQAxajjv%2BVdzP4vHjaKx88Snjl1tVBkpcbTbx3lzSA8q6tcvLDA6W%2BO4PO7w%2BDfZHD9omwIYnuOImmmGtJClFxcGjch3%2BTBDIhfa2cbVZn%2BsdGXNy%2FaicefjL5yOnD9q16p5SsMhG6wEhi00QKWkA8opp32pb5x99%2BJf&checksum=2641152007356e55c7d2c2e54cafb7629616ce7ef959
DELL LAPTOP LATiTUDE WINDOWS 10 CORE 2 DUO 4GB RAM WIN DVD WIFI PC HD COMPUTER,b'US $218.00',"20,061",https://www.ebay.com/itm/DELL-LAPTOP-LATiTUDE-WINDOWS-10-CORE-2-DUO-4GB-RAM-WIN-DVD-WIFI-PC-HD-COMPUTER/151744607899?_trkparms=ispr%3D1&hash=item2354aef69b:g:iU8AAOSwBdhbT3lt:sc:FedExHomeDelivery!07012!US!-1&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKWvGWBPIgzGbX1fJ04aU6u8%2BgOatNlEKZYp8wuBDJ78RMZ9gWvo6tnd%2Bba23XLvVqGr90LCdWXPJwg1xguDt75XCQTHx%2ByyG%2BP9PXvBqs6fEAhOeUZZ%2BKsIaN0hZDWLfYnbwBALgI2MzzdKQ0r2OIzuLVDKANGzMJwR9jRyTnQxcZfYv7AQKWqC1ZmJ0Su5e4ZzUYRJQjvSY55HMOpsA79AZofLSlEd%2FJV7b6D90HZmHJZliysuvRlB5QvrNoTjdTQda8LvpWS%2BwROu%2FgBFk3GZCazbfGlajEHzQ2dL29wzdoEdpymD0q%2B%2FE3h%2FlqO9k60Ngr6nqJleq2%2FcK794x8fuVoQVWamKmCJrGGx6isJhoSuIomz3qeFct2kPPIGWIZvdvwvH5kSlBThMpMwACc3w2ELjRKt7HaqMaEvifIc9b7fJH1sDgGF%2FShentn%2F5o5pbdbdzzc3siFpJRx%2FwB7A%2F8On0gklOVF2tqTisjdPFMrLLsOESxBl60Sh2OskV%2BAUivpIUK2rFAeIwEuhjhLMe0jB997gORF8f7pRQZJ%2FRZ7vGOXXFGA6FUjc%2Fs5Cfw1ufcGLT0ofZCDzfv324SmagJzFny3bPWb2xxSjnwXZw5LxvJfvq8NgnhVgs0NjNVszcPiiATF7YIonLOaGk%2Fnopzb%2B9pJVr1UGVESGvI%2B1SJJ%2FzK%2FCxCo%2FCt6bxcEzX8w%2FrCw9RzuzHMk%2BuSL7b%2F3qWku72Et%2FD%2BTeTKIS37hWbWxIiGhzgUWtYj9m7YbXDrN&checksum=1517446078996e55c7d2c2e54cafb7629616ce7ef959
Dell Chromebook 11 TOUCHSCREEN Students Laptop Computer Dual Core SSD WiFi HDMI,b'US $139.99/ea',567,https://www.ebay.com/itm/Dell-Chromebook-11-TOUCHSCREEN-Students-Laptop-Computer-Dual-Core-SSD-WiFi-HDMI/283847064118?_trkparms=ispr%3D1&hash=item42169a7a36:g:OP4AAOSwpF5eduBf&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKVlA44ZLASBNW4fVOteB5X1dPM2YgVD1yaUWkItzbT%2FdKLvZb89yg5wt1z%2FZIrGVwYSrI6WRieek%2BmZ%2F4nH2n8X86hrwBNe2wt4o3rILvQALa%2BIBLCPxmy13vKizM23qS4qBQvmapSKZ2kcdNVs5B9AMTaXpu4mcRmXe1sBl68fPjBtkk35wP22MBTlR5Bxx0clFRjuY9u%2F8Xf3v2x4GXEYhhiy9uSfEL8t2ZmtPQc7W%2FjvVa9g0WZexEtZIUobji35lihNUfKTgtq%2FDTSoAvJNfQSey4F4tzU6TliqGYCpw6uNt2XGs0XuK5%2FE2%2FwBdhOZO7WFB5BPM2Z0u%2BW8OlP1dav2xUq97jlldZ52aPVDk%2FyFBxpLRu%2BRZJhixls4L4EzTukhWN068w3xwGRfIcj8kZ2DTlyhgo9FD2enstKqh%2FqvZEmN2ppLuK85Se7PLFCKLlZppllhmR1k3Xdh8hUkGUD0GWd4kiJsAQoEYAKlmzCUh6QesIE%2FkmHH7%2BCCmtRBP6jJ2ggZo0q9ySKC0ATZbinHYBel5y0W3wJt%2Fmfub0yqDO5JCU3cvLbHQEavwF2vn%2BE7wiU4j5w6%2BLYYMG2K76KosiQzZ%2BTka%2F%2FE8Eddh6b%2FkWUE24FFimPxSIDuwOFR%2FbfI50ceC4VTDE8Wh6U60qW%2BQBEvXnv%2Ba8FchdORNrgUTlPgtp69C3fShClD%2FUA26ZCDp7%2F5ytJGIRUQZwQg%2FockqNjBtRi8DBedTrZeuqB2IqFzFNm42Chc%2FLUxDW&checksum=2838470641186e55c7d2c2e54cafb7629616ce7ef959
Dell Latitude E5520 Laptop i3 2.5GHZ - 4GB - Battery & AC adapter - Windows 10,b'US $149.95',"1,866",https://www.ebay.com/itm/Dell-Latitude-E5520-Laptop-i3-2-5GHZ-4GB-Battery-AC-adapter-Windows-10/113179083494?_trkparms=ispr%3D1&hash=item1a59ffc2e6:g:DhkAAOSwcc9bW88b&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXK4bURMq2bKi1lXHfouGa7ibdPdQGPLEAkgHQL7r28fEAFpxv%2BwXUc6zjh4piIf8c%2BOYKn3Z8u%2FGGTp2MaFTJiUFsUoIf%2F%2Bxy9kollohN%2BiqAPTus79FRK6sXZAIMBLum1mV9HFmNqp1yutwFWA9qx8Svo9qrpUsL0HVv88wfL%2B7rYaDj4UC7QwiPu5%2FrxTCpDgC5ZtxNr8kPIFOVScIgrjmpIxXq4AGD0ckHQxmWKwpsjyWm3whWCq%2BnP1T2O81T7INdE3upgt%2FLdF4clrrnBmuXptMvGF1vDzHDygTr0rWdVEm73sGDsTvPjWonwJarIrjwuC4F39jYGm1MPuv4nFwIty3VG%2FBvd6JfnEmGMddJnXoAH4gMlstxTUvC%2FFQW6ArpRKsyNZ%2FrAQbhmHwtJ75S3pYsSppAZVljMWlXE88eO84Fxn9%2BhYy%2FPi7CVxVDDfpYYwvOrQTi7ftrKzXr27YLdxwS9eJS9KYx8vkceUs4bqcJceuLA%2BuWftpHJbqKQoGWn8qkoF%2FDUrkwUofsvnV%2B%2Fx49j6s%2FdBIRNMSE9nTBSZkI%2FiZnqyDizYYrJJPARemZwaSSHODU33dLdTOPNjjwwNRSe2OUTeRRdkUnfyTNzvkQEFFtjarP0h37YEduNx2oNOdqjjQ47duFksiwb0FkntaG0sXqMGSuRZmp9GVeO6oi0yICExzeo%2BzNWW1otQkBKiOGUKl6Sg9ZjExbjQpaRaxFNnnFkpsEiIAKqfTkb%2BnkM98O7N3N5n7wuGOEO&checksum=1131790834946e55c7d2c2e54cafb7629616ce7ef959
Lenovo x130 Laptop AMD 1.3GHZ - 4GB - 320GB - Windows 10 HDMI - Webcam READY!,b'US $128.98/ea',"1,721",https://www.ebay.com/itm/Lenovo-x130-Laptop-AMD-1-3GHZ-4GB-320GB-Windows-10-HDMI-Webcam-READY/323046701497?_trkparms=ispr%3D1&hash=item4b371579b9:g:is0AAOSww-Bac3iG&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKtMiVu7s8Kj2Ur48i56lddxvbaJU6YAOe0EiTIJYHrZmY%2F3RhroW71ZHZZaOp316Q%2BIDKnSWFCbcgN5nyEaOs%2Bk4WgQJslapcU%2FGqo7TQBUtJ8GAN%2FG2z7Cl3S7FMtAplRM0gaxQJYDrcA%2B31kZ2MuB%2BCfpjhz%2F57AkrkJzDIvJeYxcqsapQJPzxBh6JrSpjdqMwbQU2uVX6Ew62ObLc2UonGny3AnidQ7scxNH2LVsIhsA6nkwJWMKW7jZkzFeBAx7s2%2FxGB4BDLuk0KCpwW9vTVjslAS6omRW%2BfWB3EKmIaDkYFWweDd4eRbJw2O%2FE1Pv%2BkHM1afdCaQ%2B%2Bsr2dYGiZpClvQZrjI6kCgf62abkQ9dFksr62%2BlFuZKKg91jJpytRkpCFgS1lDepYAVJrwcB6cQh8bWB93lNq5gCWJvfh2LkQHNmeXeL8Ugqw8isYQj9hvyyRraqk6D%2BZkfEyJjGRPIDdZ%2FUnHQ0qAsuGGT0ppW9oh59JRiMAo7cqKxXk2ngnrjjOdzJz3WQDbB3ecNFsnlxRqipGqOTLipuy0LGLfSIUgYYXEHfo2KlgbKPmtl%2BqKO69R0bXzbamVCdwtbuR2lZrWv9X5iEGd5msoC0Yu9zXBp%2Fvfs3nXrP9BPws0Zh2z18d%2F3Z%2FQgQ7qIpHRRknlg2WD8v7vPlfcmZLzcHV%2FkyuOR23LMhmAKoCwLqzF6MUkMImqAKhffVHymycllQft%2FK7A1hras670TGh7lg1TNsYq0G3TzZ%2B2h07O79uT&checksum=3230467014976e55c7d2c2e54cafb7629616ce7ef959
"2020 HP Laptop Computer 15.6"" LED Intel Pentium 2.70GHz 4GB 500GB DVD+RW WebCam",b'US $646.66',2,https://www.ebay.com/itm/2020-HP-Laptop-Computer-15-6-LED-Intel-Pentium-2-70GHz-4GB-500GB-DVD-RW-WebCam/121771901698?epid=16034067340&hash=item1c5a2bc302:g:Wa0AAOSwd1deBjlQ
"NEW HP 15.6"" HD Intel 10th Gen i3-1005G1 3.4GHz 4GB RAM 128GB SSD Win 10 Laptop",b'$699.99',4,https://www.ebay.com/itm/NEW-HP-15-6-HD-Intel-10th-Gen-i3-1005G1-3-4GHz-4GB-RAM-128GB-SSD-Win-10-Laptop/283825000067?epid=20037696105&hash=item421549ce83:g:-PoAAOSwt3teePpa
2020 Newest Lenovo 15.6 Laptop AMD A6 Dual-Core CPU 8GB RAM 1TB HDD Win 10,b'US $439.99',112,https://www.ebay.com/itm/2020-Newest-Lenovo-15-6-Laptop-AMD-A6-Dual-Core-CPU-8GB-RAM-1TB-HDD-Win-10/174212791040?hash=item288fe43b00:g:KK4AAOSwDwNeYy8u
"Dell Chromebook 11 3120 11.6"" Intel Celeron N2840 2.16GHz 4GB 16GB SSD Laptop",b'US $88.75/ea',"3,770",https://www.ebay.com/itm/Dell-Chromebook-11-3120-11-6-Intel-Celeron-N2840-2-16GHz-4GB-16GB-SSD-Laptop/323855544607?epid=5035638332&hash=item4b674b711f:g:5nMAAOSw3QldJmtB
"HP Notebook 14"" AMD Ryzen 3 3.5GHz 4GB 128GB SSD Radeon Vega 3 Windows 10 Laptop",b'$399.99',476,https://www.ebay.com/itm/HP-Notebook-14-AMD-Ryzen-3-3-5GHz-4GB-128GB-SSD-Radeon-Vega-3-Windows-10-Laptop/352881072214?epid=18035727799&hash=item522959d856:g:HCQAAOSwNaBd6pvS
"HP LAPTOP NOTEBOOK PC WINDOWS 10 WIN INTEL CORE 2 DUO 4GB 14.1"" HD DVD COMPUTER",b'US $215.00',7,https://www.ebay.com/itm/HP-LAPTOP-NOTEBOOK-PC-WINDOWS-10-WIN-INTEL-CORE-2-DUO-4GB-14-1-HD-DVD-COMPUTER/151444699869?epid=222334221&hash=item2342cebadd:g:7OIAAOSwWTRWzKNP:sc:FedExHomeDelivery!07012!US!-1
"Dell Latitude E5420 14"" Laptop Intel Core i3 2.4GHz 4GB - 320GB HDD Windows 10",b'US $148.89/ea',233,https://www.ebay.com/itm/Dell-Latitude-E5420-14-Laptop-Intel-Core-i3-2-4GHz-4GB-320GB-HDD-Windows-10/324129913689?hash=item4b77a5fb59:g:XbEAAOSwa8Nejg6a
HP Stream 14  Laptop Intel Celeron N4000 4GB RAM 32GB eMMC Snow White - Intel Ce,b'US $299.00',108,https://www.ebay.com/itm/HP-Stream-14-Laptop-Intel-Celeron-N4000-4GB-RAM-32GB-eMMC-Snow-White-Intel-Ce/293550402721?epid=20037858861&hash=item4458f7aca1:g:K0MAAOSwcLlemh0E
HP 15.6” LED TouchScreen Intel Pentium 2.30GHz 4GB 500GB DVD+RW WebCam Laptop PC,b'US $677.77',1,https://www.ebay.com/itm/HP-15-6-LED-TouchScreen-Intel-Pentium-2-30GHz-4GB-500GB-DVD-RW-WebCam-Laptop-PC/121694262196?epid=26034152547&hash=item1c558b13b4:g:KqQAAOSwuJtc8WFE
"HP LAPTOP COMPUTER PROBOOK WINDOWS 10 WIN 14"" 2.1GHz 4GB 320GB NOTEBOOK PC WiFi",b'US $198.00',903,https://www.ebay.com/itm/HP-LAPTOP-COMPUTER-PROBOOK-WINDOWS-10-WIN-14-2-1GHz-4GB-320GB-NOTEBOOK-PC-WiFi/161807482212?_trkparms=ispr%3D1&hash=item25ac7a3d64:g:dXIAAOSwmfhX4WFj:sc:FedExHomeDelivery!07012!US!-1&enc=AQAEAAACYIQvEcHUrT7nmUC3yY5qbPyaBN1nJEDYW8MyypsJPgXKym2Jdff8P6pcVkPslsrmD8%2BYigGnYbrTXqTdaivkpTbzOA9wrm1gY7I1h3kD6SZHA89pVmfpwJCQ1QtSfU1YyVZu8bZQh1C3RgqxDfqq4vX5%2Fcarvj9z%2FnsiL5DLzKqR6p1ALFb%2BNDcCfAe9gkjdzsvShKpf1o%2FgJITMw%2FlFsV%2BRF%2Fi4hr6Xh1eVAGMgcPRRss8bZZSsS47nyRw%2BgLXj41qqQEhFKBtzv5T6E%2BiyqSoJc6YDchOzwQxkPpoAt3zUDo%2F%2F93byu3XOOptR3lqNatfjCwjf331d0HThHRMDpw7yqNNLxTuwiS%2F8IgGFYVb9XvaATr2cn2lEnPhytplP%2BjoR%2FyakX4BxLAQj4Vag0Ut5yX2Oca7moxMfyzWWkRiljCNXg%2BmcUnDvWrqkBTX1hCKqVXWBS4XMPOwXfFH5j1Ld3zDlukF1gBkHUrGahzENLZp%2BHVMVysCJn5z9Hw7iWfyl4ehaCLoS4UPouOGz%2FIKb%2BKQ9R3GzZCjoR%2F%2BXskoloTNepiLUPsE8wU5T3tzW4LdNHVHfOv4lpNc0c%2F4TscEdaGXwntY4y6A3T7prrJuBRAU%2FQOVm%2B%2BCCLFOkpAtgnf5S3eD6Bipr90iA3WxKYEvBqAdj5Mh8vidpRto9MRh64H8jenmrMZRRWarDpmFuAuQHtlrvRG%2FO7ZloW3Zo7Ulz%2FmlWuXLhtgZ97TWVf96JoDbhmI%2FJ3DqDPvK4VYH5dd%2BhRWwFCj7WuOX6YNaj0yL4Lof%2BGunTDNSj4GmW%2FRUc&checksum=1618074822126e55c7d2c2e54cafb7629616ce7ef959
